Name,Address,Rooms,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Category,Grade,Final_Grade,Food_Type,Hotel_ID
PANAMA GREEN HOUSE,"NO 76A, PANAMA WEST",1,Ampara,Ampara,Lahugala Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01691
YASINDU HOMES,"PANAMA SOUTH, PANAMA",1,Ampara,Ampara,Lahugala Divisional Secretariat,81.80218,6.759676,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01692
MANGO VILLA PANAMA,"PANAMA CENTRAL, PANAMA",1,Ampara,Ampara,Lahugala Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01693
SAJANI'S HOME,"PANAMA WEST, PANAMA",1,Ampara,Ampara,Lahugala Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01694
RIVER SIDE,"133/5, HEWAGAMA, KADUWELA",4,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.9686038,6.9024153,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01695
PRIYANKA VILLA,"325/D/3, PAGODAWATTA, EDANDUWAWA,PERADENIYA",2,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01696
VIEW POINT 425,"NO 425,HEERASSAGALA ROAD,BOWALAWATTE,KANDY.",1,Kandy,Kandy,Gagawata,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01697
AMANDRO VILLA,"62/3,MALLABOKKA ROAD, HETTIMULLA, BERUWALA",3,Kalutara,Kalutara Pradeshiya Sabha,Beruwala Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01698
PANDORA LODGE,"193/A, SIGIRIYA ROAD, KIBISSA",5,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01699
CHARUKA RESORT,"168/A, SIGIRI ROAD, POTHANA",4,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01700
KASHYAPA KINGDOM VIEW HOME,"NO 72 B/2, KAYAMWALA, SIGIRIYA",4,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01701
RIVER SIDE LAL HOMESTAY,"NO 216, KALAPURAYA, SIGIRIYA",3,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01702
RIVER SIDE HOME STAY,"NO 216/1, KALAPURAYA, SIGIRIYA",2,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01703
SIGIRI HOME STAY,"NO 01/A, INFRONT OF BUS STAND, INAMALUWA",2,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01704
PURASANDA VILLA,"NO 14, PURASANDA VILLA, INAMALUWA VILLAGE, DAMBULLA",5,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01705
BIRDS HILL,"NO :35/70 1/1,KATUGASTHOTA ROAD,KANDY.",2,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01706
HOME STAY ON THE FOURTH,"NO 30, 4TH LANE, RATMALANA",2,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01707
KANDY CITY REST,"271/42B, WALIHIRIYA ROAD, UDA PERADENIYA, PERADENIYA",3,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01708
MOCKINGBIRD RESIDENCE,"1/7, UNIQUE VIEW ROAD, NUWARAELIYA",3,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.766106,6.963297,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01709
RAVEENA GUEST INN,"SAPUMALTANNA,WELLAWAYA RD,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01710
GREEN RESIDENCE,"GREEN RESIDANCE, ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01711
MAMA COTTAGE,"SAPUMALTHANNA,PASSARA ROAD,ELLA",5,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01712
WATERFALLS HOMESTAY,"WATAGODAWATHTHA, KITHELELLA, ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01713
SUNNYSIDE HOLIDAY BUNGALOW,"150, BANDARAWELA ROAD, ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01714
GREEN HILL ELLA,"PASSARA ROAD,SAPUMALTHANNA,ELLA",5,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01715
JUNGLE BREEZE,"13B2/17B2, UPPER TANK ROAD, HANTHANA H.S, KANDY",3,Kandy,Kandy,Kandy Divisional Secretariat,80.638769,7.274439,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01716
INN ON THE BAY,"BEACH ROAD,PASIKUDAH,KALKUDAH.",5,Batticaloa,Koralai Pattu,Koralai Pattu Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01717
DEWLEE HOMESTAY,"""VIJAYA"" .HELLA HALPE, BANDARAWELA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044611,6.888443,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01718
LAL HOME STAY (BENTOTA),"NO 18, PITOROMBE, BENTOTA",4,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01719
PADDYFIELD HIDEAWAY,"38, WEGIRIYA, HONDIYADENIYA, GAMPOLA",4,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01720
THE PENTHOUSE ABOVE SEA,"16/3, MARINE CITY, 46, STATION ROAD, DEHIWALA",4,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01721
"34/1/1, SUMANARAMA","34/1/1, SUMANARAMA ROAD, MOUNT LAVINIA",5,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.869376,6.840153,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01722
LAKEVILLA' RAJAGIRIYA,"LAKEVILLA'- RAJAGIYA,289/2, GEMUNU MAWATHA, KOTUWEGODA, RAJAGIRIYA",1,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.920363,6.908145,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01723
DREAM VILLA,"7/3, BRAHMANA WATTA ROAD, BALAPITIYA.",3,Galle,balapitiya,Balapitiya Divisional Secretariat,80.04004,6.28557,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01724
NATURE RESORT,"NO 378/1, NEAR TUNNEL , ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01725
LAKESIDE HYBRID VILLA,"178/4, KALUTHARA ROAD, WEVITA, BANDARAGAMA",1,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01726
"KADUGANNAWA HOMESTAY, KANDY","226/4, KANDY ROAD, KADAWATHGAMA, KADUGANNAWA",2,Kandy,Kadugannawa,Yatinuwara Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01727
ANGEL VILLA,"17/10,MARAKKALAWATTE, 12070, BERUWALA",2,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.992,6.473838,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01728
VEGA HOLIDAY REST,"21/14/P3, ISURUPURA, ANURADHAPURA",2,Anuradhapura,Anuradhapura,Anuradhapura East,80.426447,8.315667,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01729
KAMON RICH,"405C, GUNARATNE MAWATHA, PAHALA IRIYAGAMA, PERADENIYA",5,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01730
SERENE HOME STAY,"NO 917, MUDUNMANKADA ROAD, UDAWALAWE",2,Ratnapura,Embilipitiya,Embilipitiya Divisional Secretariat,80.824239,6.416555,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01731
YENRICH TOURIST INN,"86/G/1, TIVERTON ESTATE, PERADENIYA",5,Kandy,Yatinuwara Pradeshiya Sabha,Yatinuwara Divisional Secretariat,80.580898,7.268693,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01732
RIVER SIDE VILLA,"183, GURUGAMMANAYA, PALLAKALE, KUNDASALE",3,Kandy,Kundasle,Kundasale Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01733
RANAWARA HOME STAY,"NO 11, PARADISE PARK, THAPODARAMA MAWATHA, HANTHANA , KANDY",3,Kandy,Gagawata Koralya,Gagawata,80.628192,7.278034,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01734
THE LIVING ROOM BY RAN,"455\4, WARAGODA ESTATE, KELANIYA",1,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01735
SETHRA,"NO 65, ROUND ROAD, OBADAWATTA, BENTOTA",3,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01736
SURAMYA,"NO.23.SURAMYA,DHARMAPALA MAWATHA, BANDARAWELA.",1,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01737
MARVEL HILLS - KANDY,"NO 20,GEORGE E DE SILVA MAWATHA, KANDY",3,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01738
COLOMBO AIRPORT HOMESTAY,"NO 17, ZONE 1, MILLENNIUM CITY, KOTUGODA, JA-ELA",5,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.9106305,7.1206712,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01739
THE BEAUTY HILLS RESIDENCE,"NO.19\12, P.L.P ALWIS MAWATHA, KANDY.",4,Kandy,Kandy,Kandy Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01740
DIYAWARA HOME STAY,"NO-77/03,JAFFNA JUCTION,JAFFNA ROAD,ANURADHAPURA.",2,Anuradhapura,Anuradhapura,Anuradhapura East,80.417293,8.359991,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01741
RIVER VALLEY RESIDENCE,"4/A/2,GANGA ADDARA ROAD,LEWELLAGAMA,GUNNEPANA,20270",3,Kandy,Kandy,Kundasale Divisional Secretariat,80.657749,7.298416,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01742
SOUTHERN COMFORTS,"62 A/2, LIGHT HOUSE STREET, FORT, GALLE",4,Galle,Galle,Galle Divisional Secretariat,80.218535,6.025603,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01743
GALLE FACE COVE,"97, GALLE ROAD, COLOMBO 03",3,Colombo,Colombo,Colombo Divisional Secretariat,79.847956,6.920627,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01744
VILLA34,"NO34,SHADY GROVE AVENUE,COLOMBO 08",4,Colombo,Colombo,Colombo Divisional Secretariat,79.881507,6.911338,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01745
KANDY UYAN APARTMENT,"35/22 1/1, DHARMASOKA MAWATHA, KANDY",2,Kandy,Gagawata Koralya,Gagawata,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01746
SERENE RESIDENCE,"NO. 60, SRI DHARMARAMA ROAD, KATUKURUNDA, KALUTARA SOUTH",3,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.98293,6.565803,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01747
RUBY HOME,"NO 39/6, D.S. SENANAYAKE MAWATHA, COLOMBO 10.",4,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01748
ELEGANT HAMLETS HOME STAY,"NO.48, KACHCHAKADUWA,WEERAKODIYANA",1,Kurunegala,Udubaddawa Pradeshiya Sabha,Udubaddawa Divisional Secretariat,79.890546,7.501223,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01749
SANASUMA VILLA,"SANASUMA, BODHIYA ROAD, SOORIYAGODA, BENTOTA.",1,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.997446,6.417567,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01750
ELLA HIDE VIEW,"ETHIMALE,KITHAL-ELLA,ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0417434,6.869702,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01751
MONARCH ELLA,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045554,6.871848,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01752
ROYAL VANTAGE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045511,6.873144,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01753
COZY HOME STAY,"WATERFALL ROAD,WATAGODA WATTA,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043735,6.868075,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01754
LAURA,"SIRISEWANA,KITHAL-ELLA,ELLA",5,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045358,6.871415,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01755
NAMAL'S GREAT VIEW HOME STAY,"KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042817,6.870018,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01756
DIMUTHU HOME STAY,"TEMPLE ROAD,ETHIMALE,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0426123,6.869209,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01757
PARAISO HOME STAY,"TEMPLE ROAD,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,80.730977,7.863201,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01758
BLOOMING ROSE,"ETHIMALE,KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042174,6.869789,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01759
ROMANCE IN ELLA,"MEDAPATHANA,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042083,6.86868,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01760
WATERFALL VIEW,"NO,226,WATAGODAWATTA,KITHAL-ELLA,ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043556,6.868938,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01761
NICEVIEW HOMESTAY,"KUDUGAL PATHANA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.036464,6.866145,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01762
GOLDEN VIEW GUEST,"MEDAPATHANA,KITHAL-ELLA,ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.035746,6.869177,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01763
WILL GUEST HOMESTAY,"""SANIRU""KIRIWETIYA,KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.038657,6.867416,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01764
OWIN HILL HOMESTAY,"""SUCHITHRA"",KUDUGAL PATHANA,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.038417,6.867171,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01765
DABAN HOMESTAY,"""SEWWANDI"",KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.03779,6.866365,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01766
LUCKY STAR,"""LUCKY STAR"" KITHAL-ELLA,ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.040488,6.870025,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01767
THE LOVER STAY,"AMBAGAHAWATTA,MEDAPATHANA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.041244,6.870241,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01768
ELLA HAPPY VIEW,"KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01769
BLUE RIBBON HOMESTAY,"WATERFALL ROAD,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0444555,6.8702405,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01770
ELLA RIVER FRONT,"""SISILA"" WELLAWAYA ROAD,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0453657,6.8694274,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01771
SILENT NEST,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.043371,6.867291,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01772
BRILLIANT VIEW,"WATERFALL HOMESTAY ROAD,KITHAL-ELLA,ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045041,6.870346,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01773
ELLA MOUNT VIEW GUEST INN,"WATAGODA WATTA ROAD,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045952,6.870878,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01774
MAPLE HOMESTAY,"""DARHANA"" KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,80.626737,7.288128,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01775
RIVER SPLENDOR HOMESTAY,"16 MILE POST,WELLAWAYA ROAD,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04668,6.868413,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01776
LEISURE DREAM INN,"WELLAWAYA ROAD,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046772,6.870086,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01777
RAWANA FALL VIEW,"""SISILA"" WELLAWAYA ROAD,ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046314,6.870231,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01778
WELCOME INN,"""HEMAMALEE"" KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.045965,6.869021,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01779
SERENITY HOMESTAY,"WATERFALL ROAD,WATAGODAWATTA,KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044441,6.86814,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01780
IDYLL HOMESTAY,"WATAGODAWATTA, KITHALAELLA, ELLA",4,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.0436273,6.8691837,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01781
AMBA VILLA,"26/A, NITHULEMADU, RAJAWELLA, DIGANA, KANDY",2,Kandy,Kandy,Kandy Divisional Secretariat,80.7823734,7.255355,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01782
MANGO VILLA,"NO-13/129, 3RD LANE, CHANDRA WETTASINGHE MAWATHA, NAWALA, KOSWATTA.",3,Colombo,Colombo,Colombo Divisional Secretariat,79.897213,6.896087,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01783
NATURE PARADISE,"ETHULGASHINNA,KITHAL-ELLA,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.083528,6.861187,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01784
PADDY FIELD VIEW,"""SAMAN"",WELLAWAYA ROAD,ELLA",5,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.095229,6.867295,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01785
THE ONE STAR HOME STAY,"ETHIMALE GEDARA,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.042423,6.870513,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01786
7TH HILL,"KIRIMETIYA GEDARA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04003,6.868833,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01787
VILLAGE VIEW HOME STAY,"ETHULGASHINNA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.04545,6.871314,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01788
SUNRAY HOME STAY,"""SAMAN"" WELLAWAYA ROAD,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.046012,6.870202,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01789
AVINKA VILLA,"WALPOLAWATHTHA, TALPE NORTH, UNAWATUNA",3,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.278126,6.000995,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01790
ELLA FINALGATE,"DIYAMADITHTHA,KITHAL-ELLA,ELLA",3,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,,,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01791
MORNING LIGHT,"WATAGODAWATTA,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044952,6.869198,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01792
REVERIE HILL BUNGALOW,"40/8D, HILPANKADURA MAWATHA, KANDY",2,Kandy,Kandy,Gagawata,80.654138,7.277513,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01793
EAGLE LODGE,"EAGLE LODGE, VICTORIA GOLF RESORT, DIGANA",4,Kandy,Kandy,Kandy Divisional Secretariat,80.7742644,7.2650791,Home Stay Units,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_01794
TRAVELLERS HOME,"538 (67/11), GOHAGODA ROAD, KATUGASTOTA",2,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.623502,7.315674,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01795
THE CITY HIDEOUT,"NO 475/19, LAKE CRESCENT, RAJAGIRIYA",5,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,79.888422,6.909424,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01796
HARITHA COTTAGE,"60/Q/3 LUMBINI GARDENS LUMBINI MAWATHA,DALUGAMA,KELANIYA",2,Gampaha,Kelaniya Pradeshiya Sabha,Mahara Divisional Secretariat,79.919137,6.975736,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01797
LOVE IS SWEET COTTAGE,"""SAMANSIRI"" ETHIMALE,KITHAL-ELLA,ELLA",1,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01798
DAWN VIEW HOMESTAY,"ELLA WATERFALL ROAD,ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.052249,6.881556,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01799
MY INN GUEST HOUSE,"NO:60, KUDUGALPATHANA, KITHALELLA, ELLA",2,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.044138,6.86269,Home Stay Units,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_01800
LEGACY LANKA HOME STAY,"405/4. DIYA ADDARA, ATTANAGALLA",4,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,,,Home Stay Units,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_01801
